discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Boxing,atlanta-1996,48kg lightflyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/rafael-lozano-munoz,Rafael LOZANO MUÑOZ,Spain,ES,ESP
Boxing,atlanta-1996,71-75kg men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ariel-hernandez-ascuy,Ariel HERNANDEZ ASCUY,Cuba,CU,CUB
Boxing,atlanta-1996,71-75kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/malik-beyleroglu,Malik BEYLEROGLU,Turkey,TR,TUR
Boxing,atlanta-1996,71-75kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mohamed-bahari,Mohamed BAHARI,Algeria,DZ,ALG
Boxing,atlanta-1996,71-75kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/rhoshii-wells,Rhoshii WELLS,United States of America,US,USA
Equestrian Eventing,atlanta-1996,team mixed,Open,GOLD,GameTeam,Australia team,,,Australia,AU,AUS
Equestrian Eventing,atlanta-1996,team mixed,Open,SILVER,GameTeam,United States team,,,United States of America,US,USA
Equestrian Eventing,atlanta-1996,team mixed,Open,BRONZE,GameTeam,New Zealand team,,,New Zealand,NZ,NZL
Equestrian Eventing,atlanta-1996,individual mixed,Open,GOLD,Athlete,,https://olympics.com/en/athletes/blyth-tait,Blyth TAIT,New Zealand,NZ,NZL
Equestrian Eventing,atlanta-1996,individual mixed,Open,SILVER,Athlete,,https://olympics.com/en/athletes/sally-clark,Sally CLARK,New Zealand,NZ,NZL
Equestrian Eventing,atlanta-1996,individual mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/kerry-millikin,Kerry MILLIKIN,United States of America,US,USA
Water Polo,atlanta-1996,water polo men,Men,GOLD,GameTeam,Spain team,,,Spain,ES,ESP
Water Polo,atlanta-1996,water polo men,Men,SILVER,GameTeam,Croatia team,,,Croatia,HR,CRO
Water Polo,atlanta-1996,water polo men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA
Diving,atlanta-1996,10m platform women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mingxia-fu,Mingxia FU,People's Republic of China,CN,CHN
Diving,atlanta-1996,10m platform women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/annika-walter,Annika WALTER,Germany,DE,GER
Diving,atlanta-1996,10m platform women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/mary-ellen-clark,Mary Ellen CLARK,United States of America,US,USA
Diving,atlanta-1996,3m springboard women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mingxia-fu,Mingxia FU,People's Republic of China,CN,CHN
Diving,atlanta-1996,3m springboard women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/irina-lashko,Irina LASHKO,Russian Federation,RU,RUS
Diving,atlanta-1996,3m springboard women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/annie-pelletier,Annie PELLETIER,Canada,CA,CAN
Diving,atlanta-1996,10m platform men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/dmitry-sautin,Dmitry SAUTIN,Russian Federation,RU,RUS
Diving,atlanta-1996,10m platform men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jan-hempel,Jan HEMPEL,Germany,DE,GER
Diving,atlanta-1996,10m platform men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/hailiang-xiao,Hailiang XIAO,People's Republic of China,CN,CHN
Diving,atlanta-1996,3m springboard men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ni-xiong,Ni XIONG,People's Republic of China,CN,CHN
Diving,atlanta-1996,3m springboard men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/zhuocheng-yu,Zhuocheng YU,People's Republic of China,CN,CHN
Diving,atlanta-1996,3m springboard men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mark-edward-lenzi,Mark Edward LENZI,United States of America,US,USA
Nordic Combined,lillehammer-1994,Team men,Men,GOLD,GameTeam,Japan team,,,Japan,JP,JPN
Nordic Combined,lillehammer-1994,Team men,Men,SILVER,GameTeam,Norway team,,,Norway,NO,NOR
Nordic Combined,lillehammer-1994,Team men,Men,BRONZE,GameTeam,Switzerland team,,,Switzerland,CH,SUI
Nordic Combined,lillehammer-1994,Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/fred-boerre-lundberg,Fred Boerre LUNDBERG,Norway,NO,NOR
Nordic Combined,lillehammer-1994,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/takanori-kono,Takanori KONO,Japan,JP,JPN
Nordic Combined,lillehammer-1994,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bjarte-engen-vik,Bjarte Engen VIK,Norway,NO,NOR
Luge,lillehammer-1994,Singles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/georg-hackl,Georg HACKL,Germany,DE,GER
Luge,lillehammer-1994,Singles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/markus-prock,Markus PROCK,Austria,AT,AUT
Luge,lillehammer-1994,Singles men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/armin-zoeggeler,Armin ZOEGGELER,Italy,IT,ITA
Luge,lillehammer-1994,Singles women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gerda-weissensteiner-1,Gerda WEISSENSTEINER,Italy,IT,ITA
Luge,lillehammer-1994,Singles women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/susi-lisa-erdmann,Susi-Lisa ERDMANN,Germany,DE,GER
Luge,lillehammer-1994,Singles women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/andrea-tagwerker,Andrea TAGWERKER,Austria,AT,AUT
Luge,lillehammer-1994,Doubles mixed,Open,GOLD,GameTeam,Italy team #1,https://olympics.com/en/athletes/kurt-brugger,Kurt BRUGGER,Italy,IT,ITA
Luge,lillehammer-1994,Doubles mixed,Open,GOLD,GameTeam,Italy team #1,https://olympics.com/en/athletes/wilfried-huber,Wilfried HUBER,Italy,IT,ITA
Luge,lillehammer-1994,Doubles mixed,Open,SILVER,GameTeam,Italy team #2,https://olympics.com/en/athletes/hansjorg-raffl,Hansjörg RAFFL,Italy,IT,ITA
Luge,lillehammer-1994,Doubles mixed,Open,SILVER,GameTeam,Italy team #2,https://olympics.com/en/athletes/norbert-huber,Norbert HUBER,Italy,IT,ITA
Luge,lillehammer-1994,Doubles mixed,Open,BRONZE,GameTeam,Germany team #1,https://olympics.com/en/athletes/stefan-krausse,Stefan KRAUSSE,Germany,DE,GER
Luge,lillehammer-1994,Doubles mixed,Open,BRONZE,GameTeam,Germany team #1,https://olympics.com/en/athletes/jan-behrendt,Jan BEHRENDT,Germany,DE,GER
Biathlon,lillehammer-1994,4x75km relay men,Men,GOLD,GameTeam,Germany team,,,Germany,DE,GER
Biathlon,lillehammer-1994,4x75km relay men,Men,SILVER,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS
Biathlon,lillehammer-1994,4x75km relay men,Men,BRONZE,GameTeam,France team,,,France,FR,FRA
Biathlon,lillehammer-1994,75km women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/myriam-bedard,Myriam BEDARD,Canada,CA,CAN
Biathlon,lillehammer-1994,75km women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/svetlana-paramygina,Svetlana PARAMYGINA,Belarus,BY,BLR
Biathlon,lillehammer-1994,75km women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/valentyna-tserbe-nessina,Valentyna TSERBE-NESSINA,Ukraine,UA,UKR
Biathlon,lillehammer-1994,15km women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/myriam-bedard,Myriam BEDARD,Canada,CA,CAN
Biathlon,lillehammer-1994,15km women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anne-briand-bouthiaux,Anne BRIAND BOUTHIAUX,France,FR,FRA
Biathlon,lillehammer-1994,15km women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/uschi-disl,Uschi DISL,Germany,DE,GER
Biathlon,lillehammer-1994,4x75km relay women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS
Biathlon,lillehammer-1994,4x75km relay women,Women,SILVER,GameTeam,Germany team,,,Germany,DE,GER
Biathlon,lillehammer-1994,4x75km relay women,Women,BRONZE,GameTeam,France team,,,France,FR,FRA
Biathlon,lillehammer-1994,20km men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/sergei-tarasov,Sergei TARASOV,Russian Federation,RU,RUS
Biathlon,lillehammer-1994,20km men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/frank-luck,Frank LUCK,Germany,DE,GER
Biathlon,lillehammer-1994,20km men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sven-fischer,Sven FISCHER,Germany,DE,GER
Biathlon,lillehammer-1994,10km men,Men,GOLD,Athlete,,,Sergey Chepikov,Russian Federation,RU,RUS
Biathlon,lillehammer-1994,10km men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ricco-gross,Ricco GROSS,Germany,DE,GER
Biathlon,lillehammer-1994,10km men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sergei-tarasov,Sergei TARASOV,Russian Federation,RU,RUS
Ice Hockey,lillehammer-1994,ice hockey men,Men,GOLD,GameTeam,Sweden team,,,Sweden,SE,SWE
Ice Hockey,lillehammer-1994,ice hockey men,Men,SILVER,GameTeam,Canada team,,,Canada,CA,CAN
Ice Hockey,lillehammer-1994,ice hockey men,Men,BRONZE,GameTeam,Finland team,,,Finland,FI,FIN
Freestyle Skiing,lillehammer-1994,Aerials men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/andreas-schonbachler,Andreas SCHÖNBÄCHLER,Switzerland,CH,SUI
Freestyle Skiing,lillehammer-1994,Aerials men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/philippe-laroche,Philippe LAROCHE,Canada,CA,CAN
Freestyle Skiing,lillehammer-1994,Aerials men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/lloyd-langlois,Lloyd LANGLOIS,Canada,CA,CAN
Freestyle Skiing,lillehammer-1994,Moguls men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jean-luc-brassard,Jean-Luc BRASSARD,Canada,CA,CAN
Freestyle Skiing,lillehammer-1994,Moguls men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergei-shupletsov,Sergei SHUPLETSOV,Russian Federation,RU,RUS
Freestyle Skiing,lillehammer-1994,Moguls men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/edgar-grospiron,Edgar GROSPIRON,France,FR,FRA
Freestyle Skiing,lillehammer-1994,Aerials women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lina-cheryazova,Lina CHERYAZOVA,Uzbekistan,UZ,UZB
Freestyle Skiing,lillehammer-1994,Aerials women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marie-lindgren,Marie LINDGREN,Sweden,SE,SWE
Freestyle Skiing,lillehammer-1994,Aerials women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/hilde-synnove-lid,Hilde Synnove LID,Norway,NO,NOR
Freestyle Skiing,lillehammer-1994,Moguls women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/stine-lise-hattestad,Stine Lise HATTESTAD,Norway,NO,NOR
Freestyle Skiing,lillehammer-1994,Moguls women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elizabeth-mcintyre,Elizabeth MCINTYRE,United States of America,US,USA
Freestyle Skiing,lillehammer-1994,Moguls women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yelizaveta-kozhevnikova,Yelizaveta KOZHEVNIKOVA,Russian Federation,RU,RUS
Speed skating,lillehammer-1994,1000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/daniel-jansen,Daniel JANSEN,United States of America,US,USA
Speed skating,lillehammer-1994,1000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/igor-zhelezovsky,Igor ZHELEZOVSKY,Belarus,BY,BLR
Speed skating,lillehammer-1994,1000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sergey-klevchenya,Sergey KLEVCHENYA,Russian Federation,RU,RUS
Speed skating,lillehammer-1994,1500m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/johann-olav-koss,Johann Olav KOSS,Norway,NO,NOR
Speed skating,lillehammer-1994,1500m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/rintje-ritsma,Rintje RITSMA,Netherlands,NL,NED
Speed skating,lillehammer-1994,1500m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/falko-zandstra,Falko ZANDSTRA,Netherlands,NL,NED
Speed skating,lillehammer-1994,5000m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/claudia-pechstein,Claudia PECHSTEIN,Germany,DE,GER
Speed skating,lillehammer-1994,5000m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/gunda-niemann-stirnemann,Gunda NIEMANN-STIRNEMANN,Germany,DE,GER
Speed skating,lillehammer-1994,5000m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/hiromi-yamamoto,Hiromi YAMAMOTO,Japan,JP,JPN
Speed skating,lillehammer-1994,1500m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/emese-hunyady,Emese HUNYADY,Austria,AT,AUT
Speed skating,lillehammer-1994,1500m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/svetlana-fedotkina,Svetlana FEDOTKINA,Russian Federation,RU,RUS
Speed skating,lillehammer-1994,1500m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/gunda-niemann-stirnemann,Gunda NIEMANN-STIRNEMANN,Germany,DE,GER
Speed skating,lillehammer-1994,500m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/bonnie-blair,Bonnie BLAIR,United States of America,US,USA
Speed skating,lillehammer-1994,500m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/susan-auch,Susan AUCH,Canada,CA,CAN
Speed skating,lillehammer-1994,500m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/franziska-schenk-1,Franziska SCHENK,Germany,DE,GER
Speed skating,lillehammer-1994,3000m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/svetlana-bajanova,Svetlana BAJANOVA,Russian Federation,RU,RUS
Speed skating,lillehammer-1994,3000m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/emese-hunyady,Emese HUNYADY,Austria,AT,AUT
Speed skating,lillehammer-1994,3000m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/claudia-pechstein,Claudia PECHSTEIN,Germany,DE,GER
Speed skating,lillehammer-1994,10000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/johann-olav-koss,Johann Olav KOSS,Norway,NO,NOR
Speed skating,lillehammer-1994,10000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kjell-storelid,Kjell STORELID,Norway,NO,NOR
Speed skating,lillehammer-1994,10000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bart-veldkamp,Bart VELDKAMP,Netherlands,NL,NED
Speed skating,lillehammer-1994,1000m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/bonnie-blair,Bonnie BLAIR,United States of America,US,USA
Speed skating,lillehammer-1994,1000m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anke-baier-loef,Anke BAIER-LOEF,Germany,DE,GER
Speed skating,lillehammer-1994,1000m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/qiaobo-ye,Qiaobo YE,People's Republic of China,CN,CHN
Speed skating,lillehammer-1994,5000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/johann-olav-koss,Johann Olav KOSS,Norway,NO,NOR
Speed skating,lillehammer-1994,5000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kjell-storelid,Kjell STORELID,Norway,NO,NOR
Speed skating,lillehammer-1994,5000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/rintje-ritsma,Rintje RITSMA,Netherlands,NL,NED
Speed skating,lillehammer-1994,500m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/aleksandr-golubev,Aleksandr GOLUBEV,Russian Federation,RU,RUS
Speed skating,lillehammer-1994,500m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergey-klevchenya,Sergey KLEVCHENYA,Russian Federation,RU,RUS
Speed skating,lillehammer-1994,500m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/manabu-horii,Manabu HORII,Japan,JP,JPN
Short Track Speed Skating,lillehammer-1994,1000m men,Men,GOLD,Athlete,,,Gi-Hun Kim,Republic of Korea,KR,KOR
Short Track Speed Skating,lillehammer-1994,1000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ji-hoon-chae,Ji-Hoon CHAE,Republic of Korea,KR,KOR
Short Track Speed Skating,lillehammer-1994,1000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/marc-gagnon,Marc GAGNON,Canada,CA,CAN
Short Track Speed Skating,lillehammer-1994,500m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ji-hoon-chae,Ji-Hoon CHAE,Republic of Korea,KR,KOR
Short Track Speed Skating,lillehammer-1994,500m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/mirko-vuillermin,Mirko VUILLERMIN,Italy,IT,ITA
Short Track Speed Skating,lillehammer-1994,500m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/nicky-gooch,Nicky GOOCH,Great Britain,GB,GBR
Short Track Speed Skating,lillehammer-1994,1000m women,Women,GOLD,Athlete,,,I-Gyeong Jeon,Republic of Korea,KR,KOR
Short Track Speed Skating,lillehammer-1994,1000m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/nathalie-lambert,Nathalie LAMBERT,Canada,CA,CAN
Short Track Speed Skating,lillehammer-1994,1000m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/so-hee-kim,So-Hee KIM,Republic of Korea,KR,KOR
Short Track Speed Skating,lillehammer-1994,3000m relay women,Women,GOLD,GameTeam,Republic of Korea team,,,Republic of Korea,KR,KOR
Short Track Speed Skating,lillehammer-1994,3000m relay women,Women,SILVER,GameTeam,Canada team,,,Canada,CA,CAN
Short Track Speed Skating,lillehammer-1994,3000m relay women,Women,BRONZE,GameTeam,United States team,,,United States of America,US,USA
Short Track Speed Skating,lillehammer-1994,500m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/cathy-turner,Cathy TURNER,United States of America,US,USA
Short Track Speed Skating,lillehammer-1994,500m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yanmei-zhang,Yanmei ZHANG,People's Republic of China,CN,CHN
Short Track Speed Skating,lillehammer-1994,500m women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/amy-peterson,Amy PETERSON,United States of America,US,USA
Short Track Speed Skating,lillehammer-1994,5000m relay men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA
Short Track Speed Skating,lillehammer-1994,5000m relay men,Men,SILVER,GameTeam,United States team,,,United States of America,US,USA
Short Track Speed Skating,lillehammer-1994,5000m relay men,Men,BRONZE,GameTeam,Australia team,,,Australia,AU,AUS
Ski Jumping,lillehammer-1994,Normal Hill Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/espen-bredesen,Espen BREDESEN,Norway,NO,NOR
Ski Jumping,lillehammer-1994,Normal Hill Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/lasse-ottesen,Lasse OTTESEN,Norway,NO,NOR
Ski Jumping,lillehammer-1994,Normal Hill Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/dieter-thoma,Dieter THOMA,Germany,DE,GER
Ski Jumping,lillehammer-1994,Teams men,Men,GOLD,GameTeam,Germany team,,,Germany,DE,GER
Ski Jumping,lillehammer-1994,Teams men,Men,SILVER,GameTeam,Japan team,,,Japan,JP,JPN
Ski Jumping,lillehammer-1994,Teams men,Men,BRONZE,GameTeam,Austria team,,,Austria,AT,AUT
Ski Jumping,lillehammer-1994,Large Hill Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jens-weissflog,Jens WEISSFLOG,Germany,DE,GER
Ski Jumping,lillehammer-1994,Large Hill Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/espen-bredesen,Espen BREDESEN,Norway,NO,NOR
Ski Jumping,lillehammer-1994,Large Hill Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/andreas-goldberger,Andreas GOLDBERGER,Austria,AT,AUT
Figure skating,lillehammer-1994,Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/aleksei-urmanov,Aleksei URMANOV,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/elvis-stojko,Elvis STOJKO,Canada,CA,CAN
Figure skating,lillehammer-1994,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/philippe-candeloro,Philippe CANDELORO,France,FR,FRA
Figure skating,lillehammer-1994,Individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/oksana-baiul,Oksana BAIUL,Ukraine,UA,UKR
Figure skating,lillehammer-1994,Individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/nancy-kerrigan,Nancy KERRIGAN,United States of America,US,USA
Figure skating,lillehammer-1994,Individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/lu-chen,Lu CHEN,People's Republic of China,CN,CHN
Figure skating,lillehammer-1994,Pairs mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/yekaterina-gordeyeva,Yekaterina GORDEYEVA,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Pairs mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/sergey-grinkov,Sergey GRINKOV,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Pairs mixed,Mixed,SILVER,GameTeam,Russian Federation team #2,https://olympics.com/en/athletes/natalya-mishkutyonok,Natalya MISHKUTYONOK,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Pairs mixed,Mixed,SILVER,GameTeam,Russian Federation team #2,https://olympics.com/en/athletes/artur-dmitriyev,Artur DMITRIYEV,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Pairs mixed,Mixed,BRONZE,GameTeam,Canada team #1,https://olympics.com/en/athletes/isabelle-brasseur,Isabelle BRASSEUR,Canada,CA,CAN
Figure skating,lillehammer-1994,Pairs mixed,Mixed,BRONZE,GameTeam,Canada team #1,https://olympics.com/en/athletes/lloyd-eisler,Lloyd EISLER,Canada,CA,CAN
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/pasha-grischuk,Pasha GRISCHUK,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/evgeny-platov,Evgeny PLATOV,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,SILVER,GameTeam,Russian Federation team #2,https://olympics.com/en/athletes/maya-usova,Maya USOVA,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,SILVER,GameTeam,Russian Federation team #2,,Sasha Zhulin,Russian Federation,RU,RUS
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,BRONZE,GameTeam,Great Britain team,https://olympics.com/en/athletes/jayne-torvill,Jayne TORVILL,Great Britain,GB,GBR
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,BRONZE,GameTeam,Great Britain team,https://olympics.com/en/athletes/christopher-dean,Christopher DEAN,Great Britain,GB,GBR
Alpine Skiing,lillehammer-1994,slalom men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/thomas-stangassinger,Thomas STANGASSINGER,Austria,AT,AUT
Alpine Skiing,lillehammer-1994,slalom men,Men,SILVER,Athlete,,,Alberto Tomba,Italy,IT,ITA
Alpine Skiing,lillehammer-1994,slalom men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jure-kosir,Jure KOSIR,Slovenia,SI,SLO
Alpine Skiing,lillehammer-1994,super-G women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/diann-roffe,Diann ROFFE,United States of America,US,USA
Alpine Skiing,lillehammer-1994,super-G women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/svetlana-gladisheva,Svetlana GLADISHEVA,Russian Federation,RU,RUS
Alpine Skiing,lillehammer-1994,super-G women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/isolde-kostner,Isolde KOSTNER,Italy,IT,ITA
Alpine Skiing,lillehammer-1994,alpine combined men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/lasse-kjus,Lasse KJUS,Norway,NO,NOR
Alpine Skiing,lillehammer-1994,alpine combined men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kjetil-andre-aamodt,Kjetil Andre AAMODT,Norway,NO,NOR
Alpine Skiing,lillehammer-1994,alpine combined men,Men,BRONZE,Athlete,,,Harald Christian Strand Nilsen,Norway,NO,NOR
Alpine Skiing,lillehammer-1994,alpine combined women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/pernilla-wiberg,Pernilla WIBERG,Sweden,SE,SWE
Alpine Skiing,lillehammer-1994,alpine combined women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/vreni-schneider,Vreni SCHNEIDER,Switzerland,CH,SUI
Alpine Skiing,lillehammer-1994,alpine combined women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/alenka-dovzan,Alenka DOVZAN,Slovenia,SI,SLO
Alpine Skiing,lillehammer-1994,downhill men,Men,GOLD,Athlete,,,Tommy Moe,United States of America,US,USA
Alpine Skiing,lillehammer-1994,downhill men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kjetil-andre-aamodt,Kjetil Andre AAMODT,Norway,NO,NOR
Alpine Skiing,lillehammer-1994,downhill men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ed-podivinsky,Ed PODIVINSKY,Canada,CA,CAN
Alpine Skiing,lillehammer-1994,downhill women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/katja-seizinger,Katja SEIZINGER,Germany,DE,GER
Alpine Skiing,lillehammer-1994,downhill women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/picabo-street,Picabo STREET,United States of America,US,USA
Alpine Skiing,lillehammer-1994,downhill women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/isolde-kostner,Isolde KOSTNER,Italy,IT,ITA
Alpine Skiing,lillehammer-1994,slalom women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/vreni-schneider,Vreni SCHNEIDER,Switzerland,CH,SUI
Alpine Skiing,lillehammer-1994,slalom women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elfriede-eder,Elfriede EDER,Austria,AT,AUT
Alpine Skiing,lillehammer-1994,slalom women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/katja-koren,Katja KOREN,Slovenia,SI,SLO
Alpine Skiing,lillehammer-1994,giant slalom women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/deborah-compagnoni,Deborah COMPAGNONI,Italy,IT,ITA
Alpine Skiing,lillehammer-1994,giant slalom women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/martina-ertl-renz,Martina ERTL-RENZ,Germany,DE,GER
Alpine Skiing,lillehammer-1994,giant slalom women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/vreni-schneider,Vreni SCHNEIDER,Switzerland,CH,SUI
Alpine Skiing,lillehammer-1994,super-G men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/markus-wasmeier,Markus WASMEIER,Germany,DE,GER
